guess,run,config,good,bad,%,recall,mca,ms
1st,140-112,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,779.0
1st,271-162,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -lpc -cheb -flucid,6.5,11.0,37.254999999999995,100.0,26.0,784.0
1st,233-76,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -endp -lpc -eucl -flucid,6.5,11.0,37.254999999999995,100.0,26.0,814.0
1st,212-150,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -norm -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,842.0
1st,89-216,-noclustering --nothreshold --niolocking -dynaclass -silence -high -fft -diff -flucid,6.5,11.0,37.09,100.0,26.0,752.0
1st,122-226,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -high -minmax -eucl -flucid,6.5,11.0,37.09,100.0,26.0,766.0
1st,309-154,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -low -fft -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,778.0
1st,263-87,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -aggr -hamming -flucid,6.5,11.0,37.254999999999995,100.0,26.0,964.0
1st,160-118,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,993.0
1st,214-108,-noclustering --nothreshold --niolocking -dynaclass -silence -bandstop -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1026.0
1st,154-68,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -low -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1026.0
1st,149-93,-noclustering --nothreshold --niolocking -dynaclass -noise -norm -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1038.0
1st,96-218,-noclustering --nothreshold --niolocking -dynaclass -silence -high -aggr -diff -flucid,6.5,11.0,37.09,100.0,26.0,984.0
1st,225-63,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -bandstop -lpc -diff -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1043.0
1st,266-124,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -norm -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1046.0
1st,312-126,-noclustering --nothreshold --niolocking -dynaclass -silence -low -aggr -mink -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1060.0
1st,135-239,-noclustering --nothreshold --niolocking -dynaclass -silence -high -aggr -cheb -flucid,6.5,11.0,37.09,100.0,26.0,1079.0
1st,181-128,-noclustering --nothreshold --niolocking -dynaclass -noise -bandstop -lpc -diff -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1199.0
1st,77-259,-noclustering --nothreshold --niolocking -dynaclass -noise -band -lpc -eucl -flucid,6.5,11.0,36.925,100.0,26.0,1206.0
1st,276-165,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -lpc -diff -flucid,6.5,11.0,37.254999999999995,100.0,26.0,1232.0
1st,560-88,-noclustering --nothreshold --niolocking -dynaclass -noise -low -lpc -hamming -flucid,6.0,11.5,34.480000000000004,100.0,40.0,1174.0
1st,427-159,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -low -lpc -hamming -flucid,6.0,11.5,34.480000000000004,100.0,40.0,1222.0
1st,476-148,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,326.0
1st,455-141,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,358.0
1st,412-113,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,374.0
1st,556-120,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,390.0
1st,510-149,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,405.0
1st,109-281,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -minmax -hamming -flucid,6.0,11.5,34.15,100.0,27.0,579.0
1st,353-136,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,622.0
1st,503-81,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,634.0
1st,113-447,-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -hamming -flucid,6.0,11.5,34.15,100.0,27.0,640.0
1st,591-65,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,654.0
1st,541-155,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,655.0
1st,396-103,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,687.0
1st,356-94,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,728.0
1st,129-562,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -fft -eucl -flucid,6.0,11.5,34.15,100.0,27.0,981.0
1st,93-451,-noclustering --nothreshold --niolocking -dynaclass -noise -bandstop -fft -eucl -flucid,6.0,11.5,34.15,100.0,27.0,994.0
1st,322-62,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -fft -eucl -flucid,6.0,11.5,34.480000000000004,100.0,27.0,1139.0
1st,463-167,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -fft -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,373.0
1st,84-526,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -bandstop -aggr -eucl -flucid,6.0,11.5,34.15,100.0,27.0,1338.0
1st,105-540,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -minmax -mink -flucid,6.0,11.5,34.15,100.0,24.0,188.0
1st,121-523,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -minmax -hamming -flucid,6.0,11.5,34.15,100.0,24.0,216.0
1st,103-567,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -minmax -hamming -flucid,6.0,11.5,34.15,100.0,24.0,228.0
1st,513-85,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -fft -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,382.0
1st,110-467,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -fft -hamming -flucid,6.0,11.5,34.15,100.0,24.0,390.0
1st,534-95,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -fft -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,484.0
1st,379-99,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -fft -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,485.0
1st,413-82,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -aggr -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,592.0
1st,360-139,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -aggr -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,643.0
1st,586-102,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -aggr -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,684.0
1st,303-227,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,564.0
1st,64-701,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -lpc -diff -flucid,6.0,11.5,33.985,100.0,24.0,497.0
1st,60-690,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -lpc -diff -flucid,6.0,11.5,33.985,100.0,24.0,503.0
1st,54-604,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -lpc -diff -flucid,6.0,11.5,33.985,100.0,24.0,529.0
1st,76-669,-noclustering --nothreshold --niolocking -dynaclass -silence -norm -lpc -diff -flucid,6.0,11.5,33.985,100.0,24.0,544.0
1st,15-744,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -aggr -cheb -flucid,6.0,11.5,33.825,100.0,24.0,575.0
1st,442-153,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -aggr -mink -flucid,6.0,11.5,34.480000000000004,100.0,24.0,627.0
1st,199-205,-noclustering --nothreshold --niolocking -dynaclass -silence -raw -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,583.0
1st,98-380,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -aggr -cos -flucid,6.0,11.5,34.15,100.0,24.0,594.0
1st,169-189,-noclustering --nothreshold --niolocking -dynaclass -noise -raw -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,599.0
1st,244-177,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -band -minmax -eucl -flucid,6.0,11.5,34.31,100.0,24.0,625.0
1st,249-240,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -raw -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,640.0
1st,286-169,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -norm -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,658.0
1st,22-728,-noclustering --nothreshold --niolocking -dynaclass -silence -endp -aggr -cheb -flucid,6.0,11.5,33.825,100.0,24.0,606.0
1st,130-543,-noclustering --nothreshold --niolocking -dynaclass -nopreprep -endp -aggr -cos -flucid,6.0,11.5,34.15,100.0,24.0,608.0
1st,134-585,-noclustering --nothreshold --niolocking -dynaclass -noise -endp -minmax -diff -flucid,6.0,11.5,34.15,100.0,24.0,653.0
1st,203-184,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -raw -aggr -hamming -flucid,6.0,11.5,34.31,100.0,24.0,659.0
1st,120-362,-noclustering --nothreshold --niolocking -dynaclass -silence-noise -norm -minmax -diff -flucid,6.0,11.5,34.15,100.0,24.0,665.0
1st,102-385,-noclustering --nothreshold --niolocking -dynaclass -noise -norm -minmax -diff -flucid,6.0,11.5,34.15,100.0,24.0,670.0
1st,243-236,-noclustering --nothreshold --niolocking -dynaclass -silence -band -minmax -eucl -flucid,6.0,11.5,34.31,100.0,24.0,686.0
